"ACCOUNT_NUM","APPRAISAL_YR"
"00000414694000000","2026"
"00000467212000000","2026"
"00000475123000000","2026"
"00000483700000000","2026"
"00000484966000000","2026"
"00000484972000000","2026"
"00000432970000000","2026"
"00000513683000000","2026"
"00000514198000200","2026"
"00000514354000000","2026"
"00000514387000000","2026"
"00000502384000000","2026"
"00000526486000000","2026"
"00000526567000000","2026"
"00000526585000000","2026"
"00000526601000000","2026"
"00000288612000000","2026"
"00000403064000000","2026"
"00000439759000000","2026"
"00000439762000000","2026"
"00000441295000000","2026"
"00000457333000000","2026"
"00000534787000000","2026"
"00000549247000100","2026"
"00000322747000000","2026"
"00000496099000000","2026"
"00000497407000000","2026"
"00000497476000000","2026"
"00000497569000000","2026"
"00000367935000200","2026"
"0000036793502TE00","2026"
"00000368641000000","2026"
"00000477052000000","2026"
"00000143578000100","2026"
"00000145096000000","2026"
"00000145198500000","2026"
"00000145207000000","2026"
"00000181153000000","2026"
"00000181177000000","2026"
"00000181444000000","2026"
"00000181756000000","2026"
"00000285013000000","2026"
"00000286792000000","2026"
"00000538849000000","2026"
"00000563455500000","2026"
"00000563953000000","2026"
"00000584853990000","2026"
"00000448210000000","2026"
"00000448219500000","2026"
"00000557845000000","2026"
"00000558301000000","2026"
"00000566311000000","2026"
"00000569923000000","2026"
"00000618904000000","2026"
"00000336217000000","2026"
"00000448462000000","2026"
"00000449572000000","2026"
"00000449914000000","2026"
"00000626494280000","2026"
"00000517612000000","2026"
"00000517750000000","2026"
"00000531835000000","2026"
"00000532801000000","2026"
"00000562102000000","2026"
"00000460210000000","2026"
"00000460939000000","2026"
"00000480508000000","2026"
"00000554413000000","2026"
"00000624097000000","2026"
"00000624427960000","2026"
"00000643495000000","2026"
"00000643693000000","2026"
"00000644003000100","2026"
"00000656674000100","2026"
"00000657051500100","2026"
"00000658384000000","2026"
"00000662128000000","2026"
"00000317725000000","2026"
"00000492163000000","2026"
"00000492287000100","2026"
"00000498898000000","2026"
"00000498901000000","2026"
"00000499672000000","2026"
"00000506465000000","2026"
"00000508393000000","2026"
"00000520629000000","2026"
"00000520636000000","2026"
"00000520647250000","2026"
"00000520813000000","2026"
"00000333151000000","2026"
"00000333616000000","2026"
"00000629395000000","2026"
"00000630739000000","2026"
"00000631081000000","2026"
"00000636382000000","2026"
"00000636385000000","2026"
"00000636748000000","2026"
"00000638095000000","2026"
"00000640228000000","2026"
"00000550084000000","2026"
"00000609937500000","2026"
"00000610726000000","2026"
"00000612361000000","2026"
"00000660331000000","2026"
"00000631963000000","2026"
"00000634531000000","2026"
"00000634570000100","2026"
"00000685468000000","2026"
"00000686062000000","2026"
"00000686914000000","2026"
"00000697501240000","2026"
"00000698416000000","2026"
"00000698572000000","2026"
"00000698614100000","2026"
"00000699991000000","2026"
"00000700168001300","2026"
"00000700735000000","2026"
"00000701281000000","2026"
"00000701713000000","2026"
"00000701716000000","2026"
"00000663361000000","2026"
"00000663400000000","2026"
"00000663427000000","2026"
"00000618964000000","2026"
"00000619015000000","2026"
"00000619024000000","2026"
"00000619039000000","2026"
"00000619081000000","2026"
"00000619138000000","2026"
"00000619153000000","2026"
"00000619156000000","2026"
"00000619201000000","2026"
"00000619246000000","2026"
"00000619255000000","2026"
"00000619267000000","2026"
"00000619843000000","2026"
"00000619891500000","2026"
"00000642070000000","2026"
"00000642862000000","2026"
"00000690544000000","2026"
"00000690802000000","2026"
"00000691861000000","2026"
"00000655517000000","2026"
"00000675706000000","2026"
"00000676144000000","2026"
"00000684184000000","2026"
"00000684338000000","2026"
"00000721549000000","2026"
"00000726305500000","2026"
"00000726733000000","2026"
"00000727025000000","2026"
"00000728575000000","2026"
"00000730288000000","2026"
"00000743890000000","2026"
"00000752695000000","2026"
"00000754564000000","2026"
"00000601024000000","2026"
"00000602056500100","2026"
"00000602107000100","2026"
"00000622549000000","2026"
"00000622564000000","2026"
"00000623401000000","2026"
"00000627172000000","2026"
"00000627955000000","2026"
"00000628258000000","2026"
"00000748105000000","2026"
"00000749851000000","2026"
"00000749863000000","2026"
"00000742555000000","2026"
"00000750253000000","2026"
"00000750787000000","2026"
"00000752059000000","2026"
"00000763285000000","2026"
"00000763318000000","2026"
"00000704224000000","2026"
"00000806674000000","2026"
"00000806791000000","2026"
"00000811113550000","2026"
"00000811304500100","2026"
"00000761491000000","2026"
"00000761863000000","2026"
"00000762121000000","2026"
"00000762124000000","2026"
"00000762217000000","2026"
"00000899880600000","2026"
"000009002601A0000","2026"
"00000670357000000","2026"
"00000672529000000","2026"
"00000672688000000","2026"
"00000673672000000","2026"
"00000674102000000","2026"
"00000677074000000","2026"
"00000677195000000","2026"
"00000677632000000","2026"
"00000654068000000","2026"
"0067870K000050000","2026"
"00679700010010000","2026"
"006884000A0040000","2026"
"00000697762000000","2026"
"00000705460000000","2026"
"00000706097000000","2026"
"00000718924500000","2026"
"00554200000000100","2026"
"005544000B01A0000","2026"
"005580000705A0000","2026"
"0056210A000020000","2026"
"0057890A0001A0000","2026"
"005797000A06D0000","2026"
"005799001302A0100","2026"
"00583200000000000","2026"
"00000755086000100","2026"
"00000756301000000","2026"
"00000785593000000","2026"
"00000474061000000","2026"
"00000480907000000","2026"
"00000482647000000","2026"
"00000482668000000","2026"
"00000811354000400","2026"
"00000811843000000","2026"
"00000813655500100","2026"
"00000814084150200","2026"
"00000814297050200","2026"
"00000814342000000","2026"
"00000815830000000","2026"
"00000815866500000","2026"
"00000816048620000","2026"
"006926000A0030000","2026"
"006942000B03A0000","2026"
"0069500A000110000","2026"
"00698300000000000","2026"
"00713500000010000","2026"
"00713500010020000","2026"
"00713500DD0000A00","2026"
"00713500EE0040000","2026"
"00713500EE0120000","2026"
"000062000A0010000","2026"
"000128000304A0000","2026"
"00041600010010000","2026"
"00041600010020000","2026"
"000604000904A0000","2026"
"000605001001A0000","2026"
"000699000401A0000","2026"
"000717001404A0000","2026"
"000730000902A0000","2026"
"00000766933000000","2026"
"00000767098000000","2026"
"00000767306000000","2026"
"00000767650000000","2026"
"00000769585000000","2026"
"00000772444000000","2026"
"00000774931000000","2026"
"00000775201000100","2026"
"00000669538000000","2026"
"00000737684000000","2026"
"00000757420000000","2026"
"00000758512000000","2026"
"00000759283000000","2026"
"00000485020000200","2026"
"00000505465000000","2026"
"00000522307000000","2026"
"00000712369000000","2026"
"14000060010010100","2026"
"14000500150030000","2026"
"14000500170020000","2026"
"14006900010010000","2026"
"14007400030029900","2026"
"00000793981000000","2026"
"00000794196990000","2026"
"14119890010019900","2026"
"141199200A0010100","2026"
"16000500030090000","2026"
"16000500180010200","2026"
"16000500280080000","2026"
"16004600510010100","2026"
"16006000030010100","2026"
"16006000030010300","2026"
"16006500050160100","2026"
"16012850K30000000","2026"
"00833400000120000","2026"
"008354000A0010000","2026"
"00836900000000100","2026"
"00840200000020000","2026"
"008408000000A0100","2026"
"00842100060050000","2026"
"00846200000010200","2026"
"008472000B0060000","2026"
"008571000M0000100","2026"
"00000482935000000","2026"
"00000482950000000","2026"
"00DALAREARAPTT123","2026"
"00LOVEFLD0IM01000","2026"
"00LOVEFLD0IM36000","2026"
"00LOVEFLD0IM62000","2026"
"00LOVEFLD0IM66000","2026"
"00ROCKISLANDRR300","2026"
"00TIFBASEROW0T930","2026"
"100005600F0010000","2026"
"00000816541000000","2026"
"00000818161000000","2026"
"00000818212000000","2026"
"00000818221000000","2026"
"00000818286930000","2026"
"00000818298290000","2026"
"00000818677300000","2026"
"00000776836000000","2026"
"00000777055000000","2026"
"00000778612000000","2026"
"00000779935000000","2026"
"00000779971100100","2026"
"00000779986000100","2026"
"00000780004000000","2026"
"00000780007000000","2026"
"00000780037000000","2026"
"00000781456000000","2026"
"00000781535000000","2026"
"00713500EE0170000","2026"
"0071350A000010000","2026"
"0071350BBB0010000","2026"
"007146002103A0000","2026"
"00716900000020000","2026"
"00717100000050000","2026"
"00721000000010200","2026"
"0072140D000000000","2026"
"007322000001A0000","2026"
"007324000001A0000","2026"
"007357000A02C0000","2026"
"007384000A0020000","2026"
"00739500023AA0000","2026"
"00739500023BC0000","2026"
"00000458167000000","2026"
"00000458179000000","2026"
"00000458191000000","2026"
"00000458848000000","2026"
"16036500010160000","2026"
"16039500000160000","2026"
"160425500A0270000","2026"
"16042690420020000","2026"
"160426904201R0000","2026"
"16015500050640000","2026"
"16015500050680000","2026"
"16015500050730000","2026"
"16015500050780000","2026"
"16015500080240000","2026"
"16015500090080000","2026"
"16015500110080000","2026"
"00079100030110000","2026"
"00080800020200000","2026"
"000827001103G0000","2026"
"000852000401A0000","2026"
"000853000A0010100","2026"
"000859000206B0000","2026"
"000877000001A0000","2026"
"000900000F0060000","2026"
"00098600250010000","2026"
"000992000C0050000","2026"
"00100000010020000","2026"
"001400000B0010000","2026"
"001440000B0020000","2026"
"001468000A01A0000","2026"
"005839000111C0000","2026"
"005839000209A0000","2026"
"005919000A0010000","2026"
"005997000A0020000","2026"
"006016000J01A0000","2026"
"006058000A01A0000","2026"
"00000781645000000","2026"
"00000781739000000","2026"
"00000781750000000","2026"
"00000781906000000","2026"
"00000781939000000","2026"
"00000781970000000","2026"
"00000782029000000","2026"
"00000782152000000","2026"
"00000782183000000","2026"
"00000782324000000","2026"
"00000782360000000","2026"
"00000782488000000","2026"
"00000782560000000","2026"
"00000782608000000","2026"
"00000782716000000","2026"
"00000782818000000","2026"
"00860500000010000","2026"
"00865400000000500","2026"
"00868100050090000","2026"
"008703000A0020000","2026"
"00871500000010000","2026"
"00000681912000400","2026"
"22000500120010100","2026"
"220038000009A0000","2026"
"22003970010010000","2026"
"22013500000010100","2026"
"220157600507B0000","2026"
"220157600507C0000","2026"
"220315000G01A0000","2026"
"22034500050270000","2026"
"00000820853900000","2026"
"00000899728730000","2026"
"00000626494820000","2026"
"00000626509000000","2026"
"00000639673000100","2026"
"00000639859000000","2026"
"00000732850000000","2026"
"00000734158000000","2026"
"00C6915000RR00003","2026"
"1000059000L150000","2026"
"10000760000000200","2026"
"10000901872009900","2026"
"10000909357000000","2026"
"10002000000010000","2026"
"100048100A0000000","2026"
"10005270020000500","2026"
"10006020000000A00","2026"
"10ADDISON00000000","2026"
"10ADDISON00009800","2026"
"12026500000160000","2026"
"00000702835000000","2026"
"00000782932000000","2026"
"00000782962000000","2026"
"00000782965000000","2026"
"00000783550000000","2026"
"00000783610000000","2026"
"00000783679000000","2026"
"00000783754000000","2026"
"00000783757000000","2026"
"26066000011R10000","2026"
"260835800300A0000","2026"
"26089400010010000","2026"
"26089500010050000","2026"
"26091500030340000","2026"
"26092690010030000","2026"
"26092750050250000","2026"
"0088260A000010000","2026"
"00883300000290200","2026"
"00883700000490200","2026"
"00990200001100000","2026"
"00992500000020000","2026"
"00C03990000000900","2026"
"00C0399000000T300","2026"
"007460000C01B0000","2026"
"007503000009E0000","2026"
"00752400010010000","2026"
"00769500050250000","2026"
"00769900000050000","2026"
"007729000C03A0000","2026"
"00774100000000000","2026"
"00C6915000SS00003","2026"
"00C6915000WW00001","2026"
"26141750010010000","2026"
"26142500100040000","2026"
"26165500000000100","2026"
"26165500140010000","2026"
"26165500150010000","2026"
"26165500150060000","2026"
"26165500150090000","2026"
"26165500260060000","2026"
"006088000B15A0000","2026"
"00611300200000200","2026"
"00611306030000300","2026"
"00611306030000500","2026"
"00611900000060000","2026"
"006127000T0000B00","2026"
"00614700250010000","2026"
"0062130J000000000","2026"
"0062130L000000100","2026"
"12037500030170200","2026"
"120467500A0010000","2026"
"12069500010180000","2026"
"12069500010220000","2026"
"26264500170010000","2026"
"26281730020010000","2026"
"26288500000050000","2026"
"006228000202A0000","2026"
"006406000E0010000","2026"
"006431000N02A0000","2026"
"00644900030010000","2026"
"00649500080030100","2026"
"006598000206A0000","2026"
"00000783847000000","2026"
"00000783955000000","2026"
"00000784024000000","2026"
"00000784036000000","2026"
"00000784105000000","2026"
"00000784171000000","2026"
"00778900050020000","2026"
"0078510B000020000","2026"
"008013000B0010000","2026"
"008041000U0010000","2026"
"0080680B000010000","2026"
"008070000A05A0000","2026"
"008119000S0000A00","2026"
"0081840A000010000","2026"
"008195001602D0000","2026"
"00819800000000200","2026"
"26615600010010000","2026"
"26621500010010000","2026"
"26178650010010000","2026"
"26179160010030000","2026"
"261958300906R0000","2026"
"26206550010010000","2026"
"26212220010060000","2026"
"26212220010160000","2026"
"26218500010010000","2026"
"26239060000010000","2026"
"26240500050210000","2026"
"001528000F07A0100","2026"
"00165400140050000","2026"
"001668000C01A0000","2026"
"00224800000430000","2026"
"002396000A0010000","2026"
"002520000001A0000","2026"
"002601000K21A0000","2026"
"00295400050000000","2026"
"26362500100060000","2026"
"26376500020130000","2026"
"26377000010010000","2026"
"26404530030190000","2026"
"26421640010010000","2026"
"22098150000000000","2026"
"22139500020010000","2026"
"221508800I0400000","2026"
"24015600010010000","2026"
"16020840010030000","2026"
"160279300A0010000","2026"
"200297000A2C10000","2026"
"200352600A0010000","2026"
"20038500000200000","2026"
"200497400A1R20000","2026"
"20052020030130000","2026"
"26100500040030000","2026"
"26100500050020000","2026"
"26100500050140000","2026"
"26100500050150000","2026"
"26100500060020000","2026"
"26103500190010000","2026"
"26103500190060000","2026"
"26103500190070000","2026"
"26104500030010000","2026"
"26104500030030000","2026"
"28043500230140000","2026"
"003002002101A0000","2026"
"003077009407A0000","2026"
"003145002511A0000","2026"
"003234017501A0000","2026"
"003290004711A0000","2026"
"003479000B0180100","2026"
"003533000A01A0000","2026"
"00373500000000000","2026"
"003760016A0010000","2026"
"004106000413A0000","2026"
"004377000Z0020300","2026"
"004485000A0010000","2026"
"00461500080001000","2026"
"0050800A000020000","2026"
"005189000A001TE00","2026"
"16046500030210000","2026"
"16046500030240000","2026"
"180015300101R0000","2026"
"18005440000000100","2026"
"28210400010010000","2026"
"266375000A0010100","2026"
"26680380010010000","2026"
"26687500060060100","2026"
"26776230010010000","2026"
"26804410010010000","2026"
"26815550010010000","2026"
"272263100A0010000","2026"
"18DFW00000MR12100","2026"
"18DFW00000MR15108","2026"
"18DFW00000MR16057","2026"
"18DFW00000MR16302","2026"
"20010250000000200","2026"
"28101500030030000","2026"
"28110470010030000","2026"
"28110490090350000","2026"
"28112500100030000","2026"
"281165000C15R1100","2026"
"28120700130710000","2026"
"28130500050020000","2026"
"28130500060050000","2026"
"32186800510130000","2026"
"32186800510250000","2026"
"32186800540150000","2026"
"32186800540190000","2026"
"32186800550100000","2026"
"00000784177000000","2026"
"00000784216000000","2026"
"00000784258000000","2026"
"26501420010190000","2026"
"26501500010010000","2026"
"26502500070020000","2026"
"265195900101R0000","2026"
"32189550030060000","2026"
"32189550060050000","2026"
"32189550060070000","2026"
"32189550060080000","2026"
"32189550080150000","2026"
"32189550080220000","2026"
"24042700560010000","2026"
"240620500A0020000","2026"
"24073880010010000","2026"
"24079630010010000","2026"
"24104500010010000","2026"
"241147000001B0000","2026"
"241156000102A0000","2026"
"24125500020020800","2026"
"24136500000100300","2026"
"24141500000090100","2026"
"241499900A0020000","2026"
"24169500040280000","2026"
"26251500030020000","2026"
"26256110010010000","2026"
"320346000C01X0000","2026"
"32044500000130000","2026"
"320611200D0000100","2026"
"320626500A0010000","2026"
"320686100A0010000","2026"
"320706900A0010000","2026"
"32077600010019900","2026"
"32189550080340000","2026"
"321895500G01R0000","2026"
"32191500000060000","2026"
"322056600A0010000","2026"
"322060000A0010100","2026"
"32210500000140400","2026"
"32210500000180500","2026"
"32210500000181300","2026"
"322157000A0010000","2026"
"322324000A0010100","2026"
"28052500830010200","2026"
"28052501040230000","2026"
"28052501130160000","2026"
"28052502140010000","2026"
"28057500010010000","2026"
"28057500010330000","2026"
"28057500020030000","2026"
"006667000101A0000","2026"
"0067230A000320000","2026"
"0067400G000060000","2026"
"006755000108C0000","2026"
"36025500010130000","2026"
"36026500000390000","2026"
"36027500050010000","2026"
"28212500050030000","2026"
"28218500040010000","2026"
"28227500030130000","2026"
"28243080160010000","2026"
"28243150000020000","2026"
"28243190010020000","2026"
"14013500050170000","2026"
"14017300010010000","2026"
"14035660010010100","2026"
"140406200A0010000","2026"
"140408900A0010000","2026"
"140413000202R0000","2026"
"14050500040070000","2026"
"14052580000030000","2026"
"28000500200010000","2026"
"28000500220010000","2026"
"28015500003470000","2026"
"28020670010010000","2026"
"28024500030010000","2026"
"380540400A0010000","2026"
"28243200050620000","2026"
"28245500050010000","2026"
"282541100A01R0000","2026"
"28254500010010000","2026"
"28DFW000000MR3900","2026"
"00000794464000000","2026"
"00000796942470000","2026"
"00000796951250000","2026"
"00000799439000000","2026"
"00000799598900000","2026"
"28069670000000000","2026"
"280701000103R0000","2026"
"28073500220060000","2026"
"28073500250190000","2026"
"36042500000260000","2026"
"36042500000290000","2026"
"36042500000590000","2026"
"36045250000000000","2026"
"36057570860060000","2026"
"360638700A0010000","2026"
"36068100000000000","2026"
"360735000C08R0000","2026"
"360790000E0020000","2026"
"360875000B12R0000","2026"
"24193500020340000","2026"
"24240900020010000","2026"
"260035000C06R0000","2026"
"26006500000010000","2026"
"26014500060220000","2026"
"26023600010020000","2026"
"200672500B01A0000","2026"
"20086500000020000","2026"
"200957100C01B0000","2026"
"20099770000010000","2026"
"200998600R0160000","2026"
"20103750000010100","2026"
"20105500020050000","2026"
"201071700A06B0000","2026"
"20111510000000000","2026"
"201125800000B0000","2026"
"20112580000E10000","2026"
"42128500110160000","2026"
"28183500120010000","2026"
"28185500010040000","2026"
"28190690010010000","2026"
"28191400010010000","2026"
"28193500000150000","2026"
"28198150X30020000","2026"
"480161300E00A0000","2026"
"50014600050010000","2026"
"14081500010100000","2026"
"14081500110070000","2026"
"14104680010010000","2026"
"322552900M27X0300","2026"
"32258900000010100","2026"
"322592700A2RA0000","2026"
"32261500090020000","2026"
"26039300010010000","2026"
"26044600010010000","2026"
"65118400510010200","2026"
"65118400510011200","2026"
"65118400510012800","2026"
"65120622010040100","2026"
"65120723010410000","2026"
"65121025010080500","2026"
"65122633510220100","2026"
"65123237010020000","2026"
"65124847010120001","2026"
"38158410000000000","2026"
"38180500000890000","2026"
"38180500002000100","2026"
"38189550050350000","2026"
"38198530010010000","2026"
"380602000A0030000","2026"
"38076500220070000","2026"
"380858900B0140000","2026"
"380882500A0010000","2026"
"32094500000050000","2026"
"321194500A0010000","2026"
"321194600A0010000","2026"
"32134700000010000","2026"
"32149500000060000","2026"
"321554000A0010000","2026"
"32155500010120000","2026"
"32155500020110100","2026"
"65124847017010200","2026"
"65127875010141200","2026"
"65129382610270000","2026"
"65129787210100000","2026"
"65130000510050000","2026"
"65131911910250000","2026"
"65131911910270000","2026"
"65131911910290000","2026"
"65132112510040800","2026"
"65132615010110000","2026"
"65133017810400000","2026"
"65133520610040100","2026"
"65134828510100300","2026"
"65138456510130100","2026"
"65141676510090000","2026"
"65142011010060000","2026"
"323243000A0010000","2026"
"32325500000200000","2026"
"32330500040120000","2026"
"32332500150090000","2026"
"323335400A0020300","2026"
"65146022510750000","2026"
"65146023510120000","2026"
"65146024510190000","2026"
"65146117200101100","2026"
"65146125210040000","2026"
"65146262010020000","2026"
"65146263210690000","2026"
"50029500010100000","2026"
"50032500080070000","2026"
"507710100A0010000","2026"
"52008960001870100","2026"
"52254170000000500","2026"
"540027500A02R0000","2026"
"54005500050100000","2026"
"54009500020010000","2026"
"36LANCASTB10L2500","2026"
"36LANCASTB11L2200","2026"
"36LANCASTB11L3700","2026"
"38000500030050000","2026"
"38006900010010000","2026"
"38007400010020000","2026"
"380132000L04B0000","2026"
"380190100A02R0000","2026"
"38038500260010000","2026"
"38039500080220000","2026"
"42151250010010000","2026"
"421605006001B0000","2026"
"42192501590440000","2026"
"42202500040190000","2026"
"422125500A0010000","2026"
"94050700BB23X0000","2026"
"99000000006105000","2026"
"26441500010140000","2026"
"264497000102B0000","2026"
"26558500010020000","2026"
"26593500050140000","2026"
"26594500010010000","2026"
"26595700010010000","2026"
"32471500010030000","2026"
"32472500060040000","2026"
"32473600780110000","2026"
"32493500000010200","2026"
"324936500A0010000","2026"
"325040000A0040000","2026"
"325227000A0020000","2026"
"325315700A0010000","2026"
"32535500000150100","2026"
"32535500000200000","2026"
"32535500000210000","2026"
"32406500010200000","2026"
"32426650010010100","2026"
"32430500140020000","2026"
"32460550000020000","2026"
"324635200A001TE00","2026"
"99932850000002650","2026"
"99933060000013350","2026"
"60196500010020000","2026"
"60196500010040000","2026"
"60196500010050000","2026"
"60196500020160000","2026"
"60217500020010000","2026"
"600105000A01A0000","2026"
"60013500040230100","2026"
"60045600000260000","2026"
"600486000103A0000","2026"
"60060550010010000","2026"
"60060550030010000","2026"
"42231920020030000","2026"
"422446000A0020000","2026"
"42264500420020000","2026"
"42264500420090000","2026"
"42430650000380000","2026"
"42431930000060000","2026"
"42DALAREARAPTT190","2026"
"44001250010010000","2026"
"32155500020150000","2026"
"32155500020260000","2026"
"32155500020340000","2026"
"32155500030070000","2026"
"32155500030210000","2026"
"32156500010120000","2026"
"32156500010140000","2026"
"32178600790010000","2026"
"99000000168395000","2026"
"99000000215132050","2026"
"44001400000000A00","2026"
"440070000A0100000","2026"
"60076500060080000","2026"
"60076500060120000","2026"
"60084500640080000","2026"
"60084500880040000","2026"
"99940340000143950","2026"
"99942070000153050","2026"
"99942070000273850","2026"
"38201310000010000","2026"
"382013700A0010000","2026"
"420515000800B0000","2026"
"420766800605A0000","2026"
"42106600040130000","2026"
"99200334600041600","2026"
"99200334600378800","2026"
"99200334600393550","2026"
"38041500000010100","2026"
"99070305130000000","2026"
"60094500020180000","2026"
"60095500170030000","2026"
"60111500030030000","2026"
"60111500030050000","2026"
"60113500840060000","2026"
"60113500840090000","2026"
"60115500010021700","2026"
"60115500010022400","2026"
"60115500020140100","2026"
"60115500030043700","2026"
"60115500030051700","2026"
"60115500030052500","2026"
"65146838510012200","2026"
"65148150610120000","2026"
"65148754610140000","2026"
"65149357510040400","2026"
"65149759510100000","2026"
"65151067010230000","2026"
"65151803010020100","2026"
"65152308510030000","2026"
"65155227510120300","2026"
"65157431150190000","2026"
"65157544620160000","2026"
"65157645010080000","2026"
"65158248010240000","2026"
"65160201510030000","2026"
"65163418510010000","2026"
"65167407560170000","2026"
"99050331600000000","2026"
"28DFW000000MR7040","2026"
"28DFW000000MR7043","2026"
"28DFW000000MR7049","2026"
"99050525158000000","2026"
"99050822220000000","2026"
"99051017810000000","2026"
"99051101640000000","2026"
"28DFW00000MR14003","2026"
"28DFW00000MR14044","2026"
"28DFW00000MR14059","2026"
"28DFW00000MR14063","2026"
"99070829230000000","2026"
"99071010730000000","2026"
"99071105540000000","2026"
"99071113140000000","2026"
"60115500030060000","2026"
"601155000305A2400","2026"
"60118500030080000","2026"
"60123500110220000","2026"
"60146500000090100","2026"
"60156500060060000","2026"
"99200408300014050","2026"
"99080218280000000","2026"
"65169241510020400","2026"
"65169241510080000","2026"
"65171653510020000","2026"
"65175068010080000","2026"
"99081028110000000","2026"
"99081117190000000","2026"
"99090831390000000","2026"
"99952150000073850","2026"
"99952150000200050","2026"
"99960290000025150","2026"
"99962120000054350","2026"
"28DFW00000MR14066","2026"
"28DFW00000MR14075","2026"
"28DFW00000MR15064","2026"
"28DFW00000MR15072","2026"
"28DFW00000MR15073","2026"
"28DFW00000MR15381","2026"
"28DFW00000MR16113","2026"
